,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
507,CRNT,Ceragon Networks Ltd.,201.87M,-2.58%,401440,394.34M
508,CCRD,CoreCard Corporation,200.12M,0.90%,37246,61.01M
509,ATHR,"Aether Holdings, Inc.",194.95M,-13.17%,153150,1.41M
510,HPAI,Helport AI Limited,191.23M,1.58%,2714,31.48M
511,SANG,Sangoma Technologies Corporation,190.88M,1.73%,6147,238.26M
512,VUZI,Vuzix Corporation,185.27M,2.53%,1801096,5.33M
513,FEIM,"Frequency Electronics, Inc.",184.53M,-1.19%,188227,65.40M
514,PERF,Perfect Corp.,184.35M,-2.16%,75413,61.93M
515,PAYS,"Paysign, Inc.",183.26M,-3.98%,179809,63.79M
516,SSTI,"SoundThinking, Inc.",183.25M,-1.97%,28797,104.97M
517,TLS,Telos Corporation,180.04M,-2.39%,302138,109.27M
518,MAPS,"WM Technology, Inc.",169.86M,-0.98%,438860,184.74M
519,NEON,Neonode Inc.,163.63M,-1.32%,72166,2.81M
520,AISP,"Airship AI Holdings, Inc.",163.04M,-3.40%,939692,17.98M
521,AISPW,"Airship AI Holdings, Inc.",163.04M,-0.60%,26610,17.98M
522,ARBE,Arbe Robotics Ltd.,163.00M,-,1148587,671.00K
523,BKTI,BK Technologies Corporation,160.18M,0.11%,17527,77.42M
524,GAUZ,Gauzy Ltd.,159.05M,4.04%,17609,101.17M
525,AEYE,"AudioEye, Inc.",151.37M,-1.68%,83715,36.85M
526,EGAN,eGain Corporation,151.25M,-1.61%,50441,87.66M
527,SMRT,"SmartRent, Inc.",149.73M,-2.26%,1638756,165.74M
528,BKKT,"Bakkt Holdings, Inc.",147.47M,-9.74%,528515,3.71B
529,CSPI,CSP Inc.,144.40M,1.70%,12804,54.96M
530,MRAM,"Everspin Technologies, Inc.",138.17M,-0.33%,82841,49.11M
531,ALTS,ALT5 Sigma Corporation,137.37M,24.09%,903909,18.05M
532,ILLR,Triller Group Inc.,133.26M,-3.36%,299129,45.24M
533,MX,Magnachip Semiconductor Corporation,132.71M,-5.88%,212070,233.02M
534,MPTI,"M-tron Industries, Inc.",132.60M,1.13%,50222,50.56M
535,FATN,"FatPipe, Inc.",132.01M,-5.41%,59332,17.88M
536,SVCO,"Silvaco Group, Inc.",131.06M,-3.46%,74580,57.88M
537,ICG,Intchains Group Limited,130.40M,-19.70%,128473,53.73M
538,RELL,"Richardson Electronics, Ltd.",128.55M,-2.73%,24157,204.39M
539,ZSPC,"zSpace, Inc.",123.10M,-6.85%,31772,37.02M
540,INSG,Inseego Corp.,122.16M,-1.15%,98682,185.41M
541,REKR,"Rekor Systems, Inc.",119.03M,-0.98%,2570567,45.45M
542,TOYO,"TOYO Co., Ltd.",114.31M,-0.22%,1533,176.96M
543,SPWR,"Complete Solaria, Inc.",110.78M,-,888257,181.44M
544,QH,Quhuo Limited,103.15M,0.88%,1104,417.43M
545,NOTE,"FiscalNote Holdings, Inc.",99.08M,-3.91%,2099009,115.67M
546,ONDS,Ondas Holdings Inc.,97.99M,1.92%,5116440,10.82M
547,DUOT,"Duos Technologies Group, Inc.",97.49M,17.83%,214618,11.16M
548,LPTH,"LightPath Technologies, Inc.",95.18M,-0.42%,40891,33.63M
549,WBX,Wallbox N.V.,93.40M,10.79%,1254593,171.35M
550,ZEO,Zeo Energy Corp.,92.24M,1.91%,15471,77.58M
551,IDN,"Intellicheck, Inc.",91.09M,17.69%,1092439,20.21M
552,GPRO,"GoPro, Inc.",90.86M,-1.80%,1952787,780.31M
553,PSQH,"PSQ Holdings, Inc.",90.62M,-6.13%,991023,26.48M
554,DHX,"DHI Group, Inc.",89.59M,-3.02%,41374,138.20M
555,CTM,"Castellum, Inc.",88.62M,3.00%,785676,45.09M
556,ODYS,Odysight.ai Inc.,87.21M,2.52%,1723,5.84M
557,SYTA,Siyata Mobile Inc.,86.92M,-16.54%,12195123,11.74M
558,UEIC,Universal Electronics Inc.,86.26M,-5.56%,35950,395.31M
559,NUKK,Nukkleus Inc.,86.23M,-10.09%,357665,5.91M
560,RSSS,"Research Solutions, Inc.",86.09M,-1.41%,18726,48.75M
561,SILC,Silicom Ltd.,84.54M,0.92%,7185,58.13M
562,LTRX,"Lantronix, Inc.",84.39M,-3.13%,110801,143.16M
563,GSIT,"GSI Technology, Inc.",83.21M,1.25%,402920,20.52M
564,STEC,Santech Holdings Limited,83.16M,-,5601,28.02M
565,YIBO,Planet Image International Limited,81.90M,-7.32%,43262,149.83M
566,QUIK,QuickLogic Corporation,79.66M,-2.33%,141246,18.77M
567,SOL,Emeren Group Ltd,79.55M,-0.64%,84042,85.62M
568,VERI,"Veritone, Inc.",79.04M,0.87%,404293,90.95M
569,NTCL,NetClass Technology Inc,78.54M,-15.45%,1892579,10.10M
570,VEEA,Veea Inc.,78.06M,-10.83%,57527,139.25K
571,UBXG,U-BX Technology Ltd.,77.73M,0.78%,3553,39.60M
572,QMCO,Quantum Corporation,77.47M,-7.84%,4108575,285.87M
573,PN,Skycorp Solar Group Ltd,76.68M,2.67%,3342,49.86M
574,GNSS,Genasys Inc.,74.96M,-4.09%,99727,27.78M
575,INTT,inTEST Corporation,73.96M,3.08%,34056,127.50M
576,WRAP,"Wrap Technologies, Inc.",72.71M,1.42%,61175,3.80M
577,SNCR,"Synchronoss Technologies, Inc.",70.08M,-4.28%,93136,172.84M
578,RDZN,"Roadzen, Inc.",69.37M,-0.36%,170707,42.89M
579,AUID,authID Inc.,69.10M,-0.20%,50642,1.03M
580,ALOT,"AstroNova, Inc.",68.44M,-1.76%,5558,151.28M
581,GMM,Global Mofy AI Limited,67.69M,-,18969,41.36M
582,LPSN,"LivePerson, Inc.",67.43M,0.91%,835401,292.03M
583,ELTK,Eltek Ltd.,67.21M,1.11%,869,47.50M
584,CMTL,Comtech Telecommunications Corp.,66.62M,3.65%,186674,496.64M
585,ZENV,Zenvia Inc.,66.60M,1.60%,22337,155.16M
586,JG,Aurora Mobile Limited,64.47M,2.09%,19450,43.32M
587,AXTI,"AXT, Inc.",64.20M,-7.01%,263580,96.03M
588,ZENA,"ZenaTech, Inc.",63.90M,2.88%,238858,1.74M
589,UPLD,"Upland Software, Inc.",63.80M,-3.03%,78764,267.71M
590,OPTX,"Syntec Optics Holdings, Inc.",63.47M,5.49%,265606,29.39M
591,,Nano Labs Ltd,63.15M,0.27%,38535,5.56M
592,INUV,"Inuvo, Inc.",62.74M,-1.36%,617674,93.48M
593,TYGO,"Tigo Energy, Inc.",62.02M,3.09%,8035,63.05M
594,VVPR,VivoPower International PLC,61.99M,24.34%,1280629,79.00K
595,PHUN,"Phunware, Inc.",61.52M,-2.56%,148141,2.96M
596,VTSI,"VirTra, Inc.",60.93M,6.29%,43400,26.16M
597,SOTK,Sono-Tek Corporation,60.01M,1.06%,5882,20.15M
598,SELX,Semilux International Ltd.,59.51M,-0.73%,2691,1.04M
599,LINK,"Interlink Electronics, Inc.",59.28M,12.95%,10785,11.22M
600,YXT,YXT.COM Group Holding Limited,58.27M,6.59%,2968,45.37M
601,ASYS,"Amtech Systems, Inc.",58.11M,-1.69%,52014,90.83M
602,GCTS,"GCT Semiconductor Holding, Inc.",58.00M,-2.80%,508211,6.36M
603,REFR,Research Frontiers Incorporated,57.20M,-3.47%,37967,1.58M
604,SYT,"SYLA Technologies Co., Ltd.",56.79M,0.64%,2207,196.36M
605,YAAS,Youxin Technology Ltd,56.70M,-0.58%,7454,521.24K
606,DVLT,Datavault AI Inc.,56.42M,-4.57%,713940,3.05M
607,KOSS,Koss Corporation,56.25M,2.92%,153516,12.43M
608,ALAR,Alarum Technologies Ltd.,55.52M,0.64%,56773,31.82M
609,BLIV,BeLive Holdings,54.87M,6.77%,184183,1.36M
610,OST,"Ostin Technology Group Co., Ltd.",54.28M,2.06%,2147160,32.46M
611,OSS,"One Stop Systems, Inc.",53.97M,-1.96%,78630,54.30M
612,INLX,"Intellinetics, Inc.",52.01M,-4.91%,67,17.76M
613,MIND,"MIND Technology, Inc.",51.72M,2.69%,128117,46.86M
614,SMXT,"SolarMax Technology, Inc.",51.20M,0.93%,75253,24.15M
615,MAXN,"Maxeon Solar Technologies, Ltd.",49.17M,-2.35%,157965,509.05M
616,AIRG,"Airgain, Inc.",48.83M,2.73%,8821,58.38M
617,FKWL,Franklin Wireless Corp.,48.79M,-2.15%,12459,45.28M
618,GLE,Global Engine Group Holding Limited,46.67M,19.72%,473964,6.33M
619,FTCI,"FTC Solar, Inc.",45.79M,-2.51%,123963,55.57M
620,SQNS,Sequans Communications S.A.,45.70M,-1.10%,37089,38.86M
621,AMPG,"AmpliTech Group, Inc.",45.22M,-1.71%,433060,10.81M
622,MLGO,MicroAlgo Inc.,44.77M,-14.75%,117525728,74.19M
623,AIFF,"Firefly Neuroscience, Inc.",44.50M,2.98%,195235,139.00K
624,WETO,Webus International Limited,43.26M,-13.39%,31096,5.35M
625,SAGT,Sagtec Global Limited,42.92M,5.88%,27625,11.63M
626,CPSH,CPS Technologies Corporation,42.42M,17.27%,862932,22.72M
627,WKEY,WISeKey International Holding AG,42.34M,-7.28%,196365,11.88M
628,BMR,Beamr Imaging Ltd.,40.97M,-3.69%,29865,3.06M
629,AXIL,"AXIL Brands, Inc.",40.56M,-1.61%,4166,27.01M
630,KPLT,"Katapult Holdings, Inc.",39.93M,-0.56%,15314,254.08M
631,FAAS,DigiAsia Corp.,39.91M,27.39%,51221285,57.73M
632,MASK,3 E Network Technology Group Limited,39.49M,-1.68%,57214,4.72M
633,XBP,"XBP Europe Holdings, Inc.",38.79M,-2.09%,40219,142.33M
634,TACT,TransAct Technologies Incorporated,37.70M,0.54%,23952,45.75M
635,LGCL,Lucas GC Limited,37.46M,4.66%,53010,145.69M
636,USIO,"Usio, Inc.",37.39M,-0.70%,39817,83.97M
637,NVNI,Nvni Group Limited,37.27M,-1.68%,3485733,23.56M
638,DSWL,"Deswell Industries, Inc.",36.97M,-1.28%,2979,66.81M
639,HKIT,Hitek Global Inc.,36.77M,-3.25%,21404,2.90M
640,ZEPP,Zepp Health Corporation,36.64M,-,39080,181.18M
641,LGL,"The LGL Group, Inc.",35.91M,-0.45%,719,4.32M
642,AIXI,Xiao-I Corporation,35.75M,-4.51%,423570,70.31M
643,HIT,"Health In Tech, Inc.",35.48M,-0.15%,250887,22.38M
644,SPRU,Spruce Power Holding Corporation,35.36M,2.08%,6306,87.64M
645,MOGO,Mogo Inc.,34.94M,4.32%,344180,28.87M
646,AWRE,"Aware, Inc.",34.80M,-0.60%,35563,16.58M
647,FOXX,Foxx Development Holdings Inc.,33.36M,-10.06%,7947,53.87M
648,CREX,"Creative Realities, Inc.",33.22M,10.03%,525411,48.30M
649,VHC,VirnetX Holding Corporation,33.20M,-1.83%,2565,3.00K
650,KTCC,Key Tronic Corporation,33.04M,-1.92%,165253,483.94M
651,NTWK,"NetSol Technologies, Inc.",32.55M,1.83%,7102,64.13M
652,CIIT,"Tianci International, Inc.",32.32M,1.58%,131429,9.46M
653,BTCM,BIT Mining Limited,31.43M,-1.99%,53287,32.92M
654,PXLW,"Pixelworks, Inc.",30.85M,-3.08%,350590,34.25M
655,MNDO,MIND C.T.I. Ltd,30.35M,2.76%,19096,20.68M
656,VRAR,"The Glimpse Group, Inc.",29.46M,-1.41%,28020,8.76M
657,INTZ,Intrusion Inc.,29.44M,-3.27%,316478,6.42M
658,IZM,ICZOOM Group Inc.,28.63M,1.16%,15733,177.93M
659,WYY,WidePoint Corporation,28.57M,-5.63%,131569,142.58M
660,CLPS,CLPS Incorporation,27.70M,2.00%,1647,153.82M
661,MSAI,"MultiSensor AI Holdings, Inc.",27.59M,-1.83%,55802,6.30M
662,TURB,"Turbo Energy, S.A.",26.93M,-2.23%,19463,9.75M
663,FCUV,Focus Universal Inc.,26.93M,1.61%,26609,408.89K
664,DTST,Data Storage Corporation,26.53M,-0.80%,18794,25.22M
665,MOBX,"Mobix Labs, Inc.",26.27M,-6.08%,223206,10.69M
666,MTC,"MMTec, Inc.",25.82M,-4.63%,63965,1.87M
667,BEEM,Beam Global,25.72M,-2.35%,36397,41.10M
668,UTSI,UTStarcom Holdings Corp.,25.29M,-,1994,10.88M
669,EBON,Ebang International Holdings Inc.,24.84M,-3.91%,11316,5.87M
670,BTCT,BTC Digital Ltd.,24.39M,-8.89%,313599,11.68M
671,HOLO,MicroCloud Hologram Inc.,23.91M,-8.01%,1358840,39.77M
672,DAIO,Data I/O Corporation,23.84M,-2.33%,20328,21.85M
673,BOSC,B.O.S. Better Online Solutions Ltd.,23.16M,-0.64%,35895,39.95M
674,HUBC,HUB Cyber Security Ltd.,23.11M,-4.56%,265664,29.56M
675,NOVA,Sunnova Energy International Inc.,22.90M,-3.63%,4795888,839.92M
676,OCC,Optical Cable Corporation,22.80M,-3.42%,4164,67.56M
677,TRT,Trio-Tech International,22.32M,2.07%,1854,35.55M
678,LEDS,SemiLEDs Corporation,21.08M,2.88%,41247,14.78M
679,CISO,CISO Global Inc.,20.41M,-6.77%,1113998,29.89M
680,CXAI,CXApp Inc.,19.80M,-3.86%,1241987,6.55M
681,IPM,Intelligent Protection Management Corp.,19.77M,3.38%,87141,6.34M
682,XTKG,"X3 Holdings Co., Ltd.",19.55M,-5.96%,20302,11.61M
683,TDTH,Trident Digital Tech Holdings Ltd,19.40M,8.80%,1747586,465.44K
684,BLIN,"Bridgeline Digital, Inc.",18.47M,0.32%,22930,15.47M
685,SGMA,"SigmaTron International, Inc.",18.11M,-,286962,311.71M
686,JFU,9F Inc.,17.25M,11.01%,3177,40.61M
687,AMOD,"Alpha Modus Holdings, Inc.",17.01M,0.81%,22817,-
688,DTSS,Datasea Inc.,16.92M,-3.91%,94193,56.26M
689,MTEK,Maris-Tech Ltd.,16.45M,-4.63%,39978,6.08M
690,BNZI,"Banzai International, Inc.",16.37M,2.86%,399314,6.83M
691,NXPL,NextPlat Corp,16.09M,-1.60%,19349,62.52M
692,ARBB,ARB IOT Group Limited,15.60M,-6.02%,71354,24.43M
693,SMSI,"Smith Micro Software, Inc.",15.34M,-1.59%,106990,19.38M
694,LIDR,"AEye, Inc.",15.11M,3.85%,181823,246.00K
695,FEBO,Fenbo Holdings Limited,15.08M,9.09%,9640,17.11M
696,ELSE,"Electro-Sensors, Inc.",14.04M,3.04%,36294,9.37M
697,BLBX,Blackboxstocks Inc.,13.73M,6.13%,67045,2.50M
698,CYCU,"Cycurion, Inc.",13.51M,-7.37%,1915764,17.77M
699,JDZG,JIADE Limited,13.34M,-5.98%,32770,2.57M
700,TAIT,Taitron Components Incorporated,13.31M,-1.78%,5245,4.26M
701,IOTR,iOThree Limited,13.05M,2.09%,1299719,9.58M
702,WCT,Wellchange Holdings Company Limited,12.95M,-4.89%,516932,2.31M
703,LDTC,LeddarTech Holdings Inc.,12.30M,8.57%,277178,413.61K
704,HTCR,"HeartCore Enterprises, Inc.",12.01M,2.62%,21296,30.41M
705,SYNX,Silynxcom Ltd.,11.88M,-1.54%,98994,9.09M
706,CMBM,Cambium Networks Corporation,11.84M,-10.81%,286096,172.22M
707,AMST,Amesite Inc.,11.66M,-4.26%,179516,82.54K
708,UAVS,"AgEagle Aerial Systems, Inc.",11.22M,-0.49%,169869,13.15M
709,ORKT,Orangekloud Technology Inc.,10.98M,-0.82%,122831,2.96M
710,BNAI,"Brand Engagement Network, Inc.",10.95M,0.35%,165357,99.79K
711,FRGT,"Freight Technologies, Inc.",10.78M,-3.76%,708508,13.54M
712,DATS,"DatChat, Inc.",10.78M,1.99%,113465,388.00
713,CLRO,"ClearOne, Inc.",10.27M,-5.00%,1439198,10.08M
714,MFI,mF International Limited,10.18M,-4.06%,48872,3.36M
715,JTAI,Jet.AI Inc.,10.10M,-5.04%,82546,13.65M
716,SAIH,SAIHEAT Limited,9.97M,3.85%,183091,5.54M
717,VS,Versus Systems Inc.,9.69M,-2.49%,5157,230.13K
718,ASTC,Astrotech Corporation,9.57M,-1.68%,3257,903.00K
719,VERB,"Verb Technology Company, Inc.",8.88M,-0.16%,11330,2.19M
720,SCKT,"Socket Mobile, Inc.",8.87M,5.56%,12518,17.75M
721,MSN,Emerson Radio Corp.,8.63M,3.27%,1592,11.14M
722,JZ,Jianzhi Education Technology Group Company Limited,8.60M,1.91%,278793,34.09M
723,WATT,Energous Corporation,8.51M,2.01%,442757,1.05M
724,IFBD,"Infobird Co., Ltd",8.43M,-2.00%,5993,1.44M
725,CYN,Cyngn Inc.,7.87M,1.81%,27293,409.78K
726,FTFT,Future FinTech Group Inc.,7.65M,-2.55%,62659,2.03M
727,ULY,Urgent.ly Inc.,7.58M,-10.16%,15305,134.09M
728,PET,Wag! Group Co.,7.21M,2.45%,792693,62.45M
729,AGMH,AGM Group Holdings Inc.,6.97M,-4.72%,22207240,32.04M
730,SOPA,Society Pass Incorporated,6.89M,8.59%,211868,6.73M
731,AMZE,"Amaze Holdings, Inc.",6.45M,-,102286,254.71K
732,RYDE,Ryde Group Ltd,6.30M,-,39940,6.56M
733,SONM,"Sonim Technologies, Inc.",6.01M,-3.16%,31496,58.24M
734,ASNS,"Actelis Networks, Inc.",5.93M,-1.65%,46828,7.76M
735,MITQ,"Moving iMage Technologies, Inc.",5.87M,-0.19%,15442,18.61M
736,RIME,"Algorhythm Holdings, Inc.",5.70M,-5.93%,101056,23.06M
737,ELWS,"Earlyworks Co., Ltd",5.34M,-5.39%,8432,2.29M
738,RVYL,Ryvyl Inc.,5.11M,-5.88%,309880,54.36M
739,IDAI,T Stamp Inc.,5.10M,-10.91%,83841,3.05M
740,SUNE,SUNation Energy Inc.,5.08M,-6.79%,335168,56.28M
741,TAOP,Taoping Inc.,4.88M,3.76%,2594877,36.67M
742,SMTK,"SmartKem, Inc.",4.81M,0.76%,48202,105.00K
743,SOBR,"SOBR Safe, Inc.",4.61M,4.11%,522629,251.36K
744,PRSO,Peraso Inc.,4.38M,-1.59%,65927,15.63M
745,WTO,UTime Limited,4.14M,-38.50%,1336021,32.31M
746,IMTE,Integrated Media Technology Limited,4.10M,-4.40%,16815,123.34K
747,SVRE,SaverOne 2014 Ltd.,4.04M,-1.03%,9070,462.07K
748,VSTE,Vast Renewables Limited,3.96M,-19.07%,4762194,6.19M
749,OBLG,"Oblong, Inc.",3.83M,-3.77%,19420,2.37M
750,MYSZ,"My Size, Inc.",3.79M,-0.81%,23859,6.75M
751,FMTO,Femto Technologies Inc.,3.75M,-2.81%,21851,620.98K
752,BOXL,Boxlight Corporation,3.73M,-2.90%,4714,121.22M
753,OLB,"The OLB Group, Inc.",3.12M,2.15%,54957,11.66M
754,CETX,"Cemtrex, Inc.",3.01M,-2.32%,76400,73.82M
755,MRIN,Marin Software Incorporated,2.96M,-5.99%,88786,16.71M
756,ASTI,"Ascent Solar Technologies, Inc.",2.71M,-6.47%,47412,51.92K
757,AUUD,Auddia Inc.,2.15M,-2.74%,39129,-
758,WLDS,Wearable Devices Ltd.,1.58M,-6.67%,196070,522.00K
759,TGL,Treasure Global Inc.,1.41M,-3.60%,247234,1.47M
760,KNW,"Know Labs, Inc.",1.34M,-3.64%,571776,-
761,SGN,"Signing Day Sports, Inc.",1.26M,1.63%,1630515,529.28K
762,ATCH,"AtlasClear Holdings, Inc.",124.51K,-11.16%,5693418,-
